id,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc001qcd.1,STT3A,69.00,3.54,2.00,123.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001qpi.1,NOP2,2535.00,3.92,16.00,772.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001qpo.1,CHD4,6117.00,4.55,40.00,612.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001qsd.1,PHB2,1235.00,3.00,9.00,361.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001rdg.1,MGST1,80.00,4.15,2.00,148.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001reh.1,PDE3A,113.00,4.85,1.00,982.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001rpg.1,SLC38A2,59.00,4.55,1.00,256.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001rsm.1,DDX23,93.00,3.32,2.00,209.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001shn.1,CD63,169.00,4.03,1.00,174.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001sjm.1,PA2G4,300.00,3.06,1.00,507.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc001skb.1,SMARCC2,3806.00,3.29,28.00,423.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001slr.1,ATP5B,180.00,4.85,1.00,232.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001ssb.1,XPOT,2434.00,3.86,18.00,286.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc001svb.1,CCT2,92.00,4.66,1.00,97.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001tkb.1,HSP90B1,73.00,3.52,1.00,154.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001tmo.1,PWP1,1687.00,4.10,15.00,370.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001tug.1,OAS3,116.00,3.03,1.00,264.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001twh.1,TESC,901.00,3.24,8.00,288.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001uzn.2,TSC22D1,1305.00,3.45,1.00,3403.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc001whm.1,PRMT5,2246.00,3.16,17.00,533.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001wmg.1,PSME1,77.00,3.12,1.00,133.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001wtf.2,NFKBIA,86.00,3.65,1.00,337.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001wxg.2,ARF6,1439.00,3.05,2.00,3799.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001wyu.1,PYGL,130.00,4.71,1.00,356.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001xlt.1,SMOC1,1651.00,3.45,12.00,2125.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc001xue.2,C14orf156,91.00,4.73,1.00,127.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001yno.1,KLC1,93.00,3.69,1.00,307.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001ypn.1,AKT1,95.00,3.20,1.00,260.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc001yri.2,CRIP1,144.00,5.29,2.00,101.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002asm.2,TLE3,648.00,3.17,1.00,1143.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc002aty.1,PKM2,200.00,3.03,1.00,228.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc002bcj.1,TSPAN3,106.00,3.28,1.00,280.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002blb.1,SEC11A,1259.00,3.39,6.00,526.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002bpl.1,IQGAP1,135.00,3.11,1.00,156.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002cni.2,NDUFB10,128.00,3.60,1.00,239.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002cow.1,TRAF7,3351.00,4.07,21.00,1570.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002dbt.1,GSPT1,2376.00,3.53,15.00,490.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002djx.1,UQCRC2,98.00,3.03,1.00,169.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002dve.1,HIRIP3,339.00,3.04,1.00,526.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc002dvg.1,INO80E,87.00,3.99,1.00,182.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002ete.1,ATP6V0D1,118.00,3.00,1.00,230.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002ezj.1,MTSS1L,4568.00,3.67,15.00,3246.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002ezj.1,MTSS1L,90.00,3.90,1.00,329.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002fyi.2,PELP1,287.00,3.76,1.00,475.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002gaa.1,PFN1,702.00,3.24,3.00,346.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002gbo.1,NUP88,82.00,4.89,1.00,323.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002gpo.1,NCOR1,6061.00,3.31,37.00,494.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002grt.1,SREBF1,4095.00,3.04,20.00,780.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002hby.1,SUPT6H,5465.00,3.70,37.00,793.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002hce.1,RAB34,82.00,3.38,1.00,656.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002hik.1,LIG3,3183.00,3.51,20.00,797.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002hkd.1,TAF15,95.00,3.89,2.00,40.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002htn.1,PSMD3,94.00,4.09,1.00,384.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002idl.1,NBR1,66.00,4.67,1.00,74.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002jnm.2,MRPS7,1158.00,3.01,5.00,675.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002jpw.1,TRIM47,70.00,3.00,1.00,702.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002jvj.1,EPR-1,1602.00,3.56,4.00,188.00,NA,HumanHEPG2vsHumanHEPG2IFN
iduc002jvz.1,USP36,4841.00,3.03,20.00,2235.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002kdu.1,FASN,73.00,3.94,1.00,110.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002kfq.1,WDR45L,175.00,4.57,1.00,262.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002lbr.1,ATP5A1,103.00,3.40,1.00,150.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002lpp.1,PTBP1,120.00,3.24,2.00,31.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002lrp.1,MIDN,139.00,3.38,2.00,640.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002lvy.1,LMNB2,4425.00,4.10,12.00,2787.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002lxi.1,NCLN,129.00,3.14,1.00,338.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002may.1,C19orf10,145.00,3.81,1.00,243.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002mcx.1,LONP1,96.00,3.67,1.00,462.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002mnd.1,EIF3G,1053.00,3.56,11.00,116.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002moa.1,RAVER1,200.00,3.52,1.00,350.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002mvn.1,DNASE2,117.00,3.18,1.00,232.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002myc.1,PRKACA,93.00,3.55,1.00,246.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002ndu.1,AP1M1,2149.00,3.44,12.00,928.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002nei.1,CHERP,3800.00,3.44,17.00,1464.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002ohu.1,C19orf33,96.00,3.21,1.00,120.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002oqh.1,TGFB1,1008.00,3.01,1.00,1222.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002pfm.1,STRN4,88.00,3.20,1.00,315.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002pft.1,AP2S1,191.00,3.28,2.00,150.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002plc.1,NUCB1,2121.00,3.44,12.00,953.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002pmk.1,SNRNP70,333.00,3.48,1.00,429.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc002pyp.1,PPP2R1A,148.00,3.55,1.00,194.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002qdh.1,PRPF31,96.00,3.15,1.00,341.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002qdj.1,CNOT3,82.00,3.06,1.00,261.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002qdm.1,LENG1,742.00,3.66,4.00,300.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002qfw.1,LENG8,3496.00,3.88,16.00,1251.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002qlu.1,U2AF2,152.00,3.12,1.00,1104.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002raj.1,HPCAL1,1353.00,3.83,5.00,894.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002rce.1,DDX1,295.00,3.69,1.00,304.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002rgy.1,HADHA,164.00,3.43,1.00,197.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002spl.1,CAPG,275.00,4.31,3.00,173.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002sqz.2,IMMT,398.00,3.09,1.00,433.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002ufk.1,SSB,73.00,3.10,1.00,98.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002uhi.1,HAT1,87.00,4.55,2.00,105.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002uui.1,HSPD1,119.00,3.57,1.00,135.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002vee.2,CPS1,69.00,3.35,1.00,258.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002vex.2,ATIC,162.00,3.01,1.00,193.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002vsq.1,ALPP,170.00,3.21,1.00,241.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002vss.2,ALPPL2,2055.00,3.90,11.00,1142.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002waz.2,HDLBP,4305.00,3.09,28.00,2424.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc002wbz.1,DTYMK,865.00,3.61,5.00,496.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002wjh.1,C20orf27,98.00,3.19,1.00,143.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002wkm.1,SMOX,109.00,3.47,1.00,175.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002xdy.1,ROMO1,168.00,3.02,2.00,131.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002xgp.1,RPN2,108.00,3.57,1.00,299.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002xmt.1,YWHAB,94.00,3.04,1.00,184.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002xnm.1,SLPI,76.00,3.36,1.00,107.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002xqh.1,CTSA,1992.00,3.06,15.00,453.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002ycq.1,LAMA5,89.00,4.20,1.00,364.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002ylz.1,APP,132.00,4.01,1.00,251.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002ynb.1,CCT8,92.00,3.05,1.00,159.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002yse.1,SON,4620.00,3.31,3.00,5916.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc002zfz.1,SUMO3,126.00,3.56,1.00,182.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc002zji.2,PCNT,10273.00,3.01,47.00,486.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc002zqu.1,COMT,1136.00,3.01,6.00,472.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003afj.1,AP1B1,100.00,3.47,1.00,157.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003aty.1,H1F0,208.00,3.32,1.00,2330.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003avg.1,TMEM184B,97.00,4.15,1.00,127.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003avk.1,CSNK1E,2172.00,3.08,11.00,1248.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc003awg.1,GTPBP1,224.00,3.38,1.00,346.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc003ayb.1,RPS19BP1,826.00,3.03,4.00,531.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc003ayp.2,ADSL,126.00,4.25,1.00,212.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003bdn.1,TSPO,98.00,3.71,2.00,211.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003bxv.1,NUP210,91.00,3.11,1.00,250.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003bxv.1,NUP210,6935.00,3.03,40.00,1545.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc003cyu.1,SEMA3B,239.00,3.47,2.00,158.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003djj.1,FLNB,9364.00,3.38,46.00,1676.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc003ekh.1,RUVBL1,1510.00,3.09,11.00,450.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003eqg.1,AMOTL2,156.00,3.06,1.00,223.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003eri.1,IL20RB,193.00,6.07,1.00,337.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003etf.2,COPB2,116.00,3.52,1.00,133.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003fnn.1,PSMD2,2840.00,3.90,21.00,345.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003gmf.1,WDR1,239.00,3.28,1.00,299.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003hya.1,NPNT,69.00,3.60,1.00,276.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003jcx.2,MRPL36,507.00,3.34,2.00,563.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003jhy.1,TARS,245.00,4.32,1.00,352.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003kyj.1,HSPA4,2720.00,4.38,19.00,785.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003lbf.2,TGFBI,161.00,3.28,1.00,295.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003llb.2,DIAPH1,122.00,3.21,1.00,258.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003lzx.1,RARS,94.00,4.21,2.00,135.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003mkw.2,SQSTM1,2300.00,3.73,8.00,1642.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc003mkw.2,SQSTM1,147.00,4.65,1.00,300.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003mxv.1,TXNDC5,90.00,3.80,1.00,295.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003nek.1,THEM2,91.00,3.91,1.00,298.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003nqh.1,GNL1,237.00,3.26,1.00,1101.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003nqo.2,MRPS18B,194.00,4.14,1.00,235.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003ntu.1,BAT1,518.00,3.07,2.00,213.00,CDS,HumanHEPG2vsHumanHEPG2IFN
iduc003nvb.2,BAT2,132.00,4.28,1.00,186.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003nvr.1,CSNK2B,297.00,3.55,1.00,329.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003nxe.1,VARS,288.00,3.23,1.00,390.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003pan.1,MCM3,111.00,3.04,1.00,188.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003slg.1,MAD1L1,2529.00,3.00,19.00,437.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003tit.1,MRPS24,600.00,3.03,4.00,425.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003udy.1,POR,115.00,4.49,2.00,192.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003uov.2,ASNS,176.00,4.05,1.00,192.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003usw.1,MCM7,479.00,3.42,1.00,541.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003uyd.1,PLOD3,206.00,3.58,1.00,565.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003xeg.1,DOCK5,7129.00,3.33,52.00,1910.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc003xuj.1,ASPH,2309.00,3.14,25.00,249.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003yug.1,NDRG1,91.00,3.43,1.00,122.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003yvl.2,CHRAC1,72.00,3.09,1.00,345.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003yzo.1,SCRIB,5126.00,3.31,37.00,389.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc003zao.1,GRINA,95.00,3.20,1.00,254.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003zhp.1,KIAA0020,94.00,3.78,2.00,92.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003zvb.1,SIGMAR1,90.00,3.21,1.00,225.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003zxq.1,TPM2,223.00,3.41,1.00,353.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc003zzu.1,GRHPR,87.00,3.10,1.00,124.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc003zzy.1,POLR1E,1772.00,3.59,12.00,654.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc004amv.1,UBQLN1,144.00,3.25,1.00,539.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004azb.1,COL15A1,4241.00,3.66,42.00,1114.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc004bvl.2,SPTAN1,93.00,4.03,1.00,110.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004byp.1,C9orf78,1393.00,4.13,9.00,968.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc004bzm.1,ASS1,339.00,4.17,2.00,62.00,UTR5,HumanHEPG2vsHumanHEPG2IFN
iduc004can.2,BAT2L,10029.00,3.89,31.00,4449.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc004clh.1,DPP7,1602.00,3.48,13.00,244.00,AroundStop,HumanHEPG2vsHumanHEPG2IFN
iduc004dag.1,SMS,78.00,3.01,1.00,150.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004dbc.1,EIF2S3,2158.00,3.30,12.00,2092.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc004dkf.1,RBM3,97.00,4.41,1.00,126.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004dly.1,GRIPAP1,93.00,3.03,2.00,67.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004dso.1,HUWE1,13443.00,3.15,81.00,622.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc004eaa.1,OGT,90.00,4.04,1.00,254.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004ear.1,RPS4X,128.00,4.26,2.00,78.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc004erb.1,PGRMC1,66.00,3.53,1.00,392.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc009vuc.1,EIF3I,125.00,3.53,2.00,93.00,TxStart,HumanHEPG2vsHumanHEPG2IFN
iduc010nhs.1,ARAF,2321.00,6.45,16.00,599.00,UTR3,HumanHEPG2vsHumanHEPG2IFN
iduc001arc.1,PGD,103.00,3.06,2.00,76.00,TxStart,HumanHEPG2vsHumanHEPG2UV
iduc001bro.1,SFRS4,2041.00,3.25,6.00,1376.00,UTR3,HumanHEPG2vsHumanHEPG2UV
iduc001fch.1,S100A13,218.00,3.01,2.00,214.00,UTR5,HumanHEPG2vsHumanHEPG2UV
iduc002gaa.1,PFN1,702.00,3.24,3.00,346.00,AroundStop,HumanHEPG2vsHumanHEPG2UV
iduc002qlu.1,U2AF2,152.00,3.12,1.00,1104.00,TxStart,HumanHEPG2vsHumanHEPG2UV
iduc002vee.2,CPS1,69.00,3.35,1.00,258.00,TxStart,HumanHEPG2vsHumanHEPG2UV
iduc003gmf.1,WDR1,239.00,3.28,1.00,299.00,UTR5,HumanHEPG2vsHumanHEPG2UV
iduc003nvr.1,CSNK2B,297.00,3.55,1.00,329.00,UTR5,HumanHEPG2vsHumanHEPG2UV
iduc003zvb.1,SIGMAR1,90.00,3.21,1.00,225.00,TxStart,HumanHEPG2vsHumanHEPG2UV
iduc004bzm.1,ASS1,339.00,4.17,2.00,62.00,UTR5,HumanHEPG2vsHumanHEPG2UV
